First Image Number,First Object Number,Second Image Number,Second Object Number
4,36,4,30
4,36,4,34
4,36,4,35
4,36,4,39
4,36,4,40
4,37,4,22
4,37,4,23
4,37,4,33
4,37,4,38
4,37,4,44
4,37,4,45
4,38,4,22
4,38,4,37
4,38,4,42
4,38,4,45
4,39,4,35
4,39,4,36
4,39,4,40
4,39,4,43
4,40,4,24
4,40,4,31
4,40,4,34
4,40,4,36
4,40,4,39
4,40,4,43
4,40,4,46
4,40,4,47
4,40,4,51
4,41,4,19
4,41,4,20
4,41,4,46
4,41,4,48
4,41,4,52
4,42,4,38
4,42,4,45
4,42,4,55
4,42,4,56
4,43,4,32
4,43,4,35
4,43,4,39
4,43,4,40
4,43,4,44
4,43,4,47
4,43,4,54
4,44,4,32
4,44,4,33
4,44,4,37
4,44,4,43
4,44,4,45
4,44,4,54
4,45,4,37
4,45,4,38
4,45,4,42
4,45,4,44
4,45,4,54
4,45,4,56
4,46,4,20
4,46,4,24
4,46,4,25
4,46,4,40
4,46,4,41
4,46,4,51
4,46,4,52
4,47,4,40
4,47,4,43
4,47,4,51
4,47,4,54
4,48,4,13
4,48,4,19
4,48,4,41
4,48,4,52
4,51,4,40
4,51,4,46
4,51,4,47
4,51,4,52
4,51,4,53
4,51,4,54
4,51,4,57
4,52,4,41
4,52,4,46
4,52,4,48
4,52,4,51
4,52,4,53
4,53,4,51
4,53,4,52
4,53,4,57
4,54,4,43
4,54,4,44
4,54,4,45
4,54,4,47
4,54,4,51
4,54,4,56
4,55,4,42
4,55,4,56
4,56,4,42
4,56,4,45
4,56,4,54
4,56,4,55
4,57,4,51
4,57,4,53
5,7,5,8
5,7,5,9
5,7,5,13
5,8,5,7
5,8,5,10
5,8,5,13
5,8,5,15
5,8,5,18
5,9,5,7
5,9,5,11
5,9,5,13
5,9,5,22
5,10,5,8
5,10,5,14
5,10,5,15
5,10,5,20
5,11,5,9
5,11,5,12
5,11,5,13
5,11,5,16
5,11,5,22
5,12,5,11
5,12,5,13
5,12,5,16
5,12,5,17
5,13,5,7
5,13,5,8
5,13,5,9
5,13,5,11
5,13,5,12
5,13,5,16
5,13,5,17
5,13,5,18
5,14,5,10
5,14,5,20
5,14,5,51
5,15,5,8
5,15,5,10
5,15,5,18
5,15,5,20
5,15,5,21
5,16,5,11
5,16,5,12
5,16,5,13
5,16,5,17
5,16,5,18
5,16,5,19
5,16,5,22
5,16,5,23
5,16,5,24
5,16,5,26
5,16,5,27
5,17,5,12
5,17,5,13
5,17,5,16
5,18,5,8
5,18,5,13
5,18,5,15
5,18,5,16
5,18,5,21
5,18,5,26
5,19,5,16
5,19,5,23
5,20,5,10
5,20,5,14
5,20,5,15
5,20,5,21
5,20,5,43
5,20,5,51
5,21,5,15
5,21,5,18
5,21,5,20
5,21,5,26
5,21,5,43
5,21,5,47
5,22,5,9
5,22,5,11
5,22,5,16
5,22,5,25
5,22,5,27
5,22,5,37
5,22,5,38
5,23,5,16
5,23,5,19
5,23,5,24
5,23,5,26
5,24,5,16
5,24,5,23
5,24,5,26
5,24,5,27
5,24,5,30
5,24,5,32
5,24,5,42
5,24,5,47
5,25,5,22
5,25,5,27
5,25,5,28
5,25,5,37
5,26,5,16
5,26,5,18
5,26,5,21
5,26,5,23
5,26,5,24
5,26,5,47
5,27,5,16
5,27,5,22
5,27,5,24
5,27,5,25
5,27,5,28
5,27,5,29
5,27,5,30
5,28,5,25
5,28,5,27
5,28,5,29
5,28,5,33
5,28,5,37
5,28,5,39
5,29,5,27
5,29,5,28
5,29,5,30
5,29,5,31
5,29,5,33
5,29,5,35
5,29,5,36
5,30,5,24
5,30,5,27
5,30,5,29
5,30,5,31
5,30,5,32
5,31,5,29
5,31,5,30
5,31,5,32
5,31,5,34
5,31,5,36
5,32,5,24
5,32,5,30
5,32,5,31
5,32,5,34
5,32,5,42
5,33,5,28
5,33,5,29
5,33,5,35
5,33,5,39
5,33,5,45
5,34,5,31
5,34,5,32
5,34,5,36
5,34,5,40
5,34,5,42
5,35,5,29
5,35,5,33
5,35,5,36
5,35,5,41
5,35,5,45
5,36,5,29
5,36,5,31
5,36,5,34
5,36,5,35
5,36,5,40
5,36,5,41
5,37,5,22
5,37,5,25
5,37,5,28
5,37,5,38
5,37,5,39
5,37,5,46
5,37,5,48
5,38,5,22
5,38,5,37
5,38,5,44
5,38,5,48
5,39,5,28
5,39,5,33
5,39,5,37
5,39,5,45
5,39,5,46
5,40,5,34
5,40,5,36
5,40,5,41
5,40,5,42
5,41,5,35
5,41,5,36
5,41,5,40
5,41,5,42
5,41,5,45
5,41,5,49
5,42,5,24
5,42,5,32
5,42,5,34
5,42,5,40
5,42,5,41
5,42,5,47
5,42,5,49
5,42,5,61
5,43,5,20
5,43,5,21
5,43,5,47
5,43,5,50
5,43,5,51
5,43,5,54
5,44,5,38
5,44,5,48
5,44,5,58
5,44,5,59
5,45,5,33
5,45,5,35
5,45,5,39
5,45,5,41
5,45,5,46
5,45,5,49
5,45,5,55
5,46,5,37
5,46,5,39
5,46,5,45
5,46,5,48
5,46,5,55
5,47,5,21
5,47,5,24
5,47,5,26
5,47,5,42
5,47,5,43
5,47,5,53
5,47,5,54
5,47,5,61
5,48,5,37
5,48,5,38
5,48,5,44
5,48,5,46
5,48,5,55
5,48,5,58
5,49,5,41
5,49,5,42
5,49,5,45
5,49,5,55
5,49,5,61
5,50,5,43
5,50,5,51
5,50,5,54
5,51,5,14
5,51,5,20
5,51,5,43
5,51,5,50
5,51,5,54
5,53,5,47
5,53,5,54
5,53,5,56
5,53,5,61
5,53,5,62
5,54,5,43
5,54,5,47
5,54,5,50
5,54,5,51
5,54,5,53
5,54,5,56
5,55,5,45
5,55,5,46
5,55,5,48
5,55,5,49
5,55,5,58
5,55,5,60
5,55,5,61
5,56,5,53
5,56,5,54
5,56,5,62
5,58,5,44
5,58,5,48
5,58,5,55
5,58,5,59
5,58,5,60
5,59,5,44
5,59,5,58
5,60,5,55
5,60,5,58
5,61,5,42
5,61,5,47
5,61,5,49
5,61,5,53
5,61,5,55
5,61,5,62
5,62,5,53
5,62,5,56
5,62,5,61
6,9,6,10
6,9,6,11
6,9,6,15
6,10,6,9
6,10,6,13
6,10,6,15
6,10,6,17
6,10,6,20
6,11,6,9
6,11,6,12
6,11,6,15
6,11,6,24
6,12,6,11
6,12,6,14
6,12,6,15
6,12,6,18
6,12,6,24
6,13,6,10
6,13,6,16
6,13,6,17
6,13,6,22
6,14,6,12
6,14,6,15
6,14,6,18
6,14,6,19
6,15,6,9
6,15,6,10
6,15,6,11
6,15,6,12
6,15,6,14
6,15,6,18
6,15,6,19
6,15,6,20
6,16,6,13
6,16,6,22
6,16,6,54
6,17,6,10
6,17,6,13
6,17,6,20
6,17,6,22
6,17,6,23
6,18,6,12
6,18,6,14
6,18,6,15
6,18,6,19
6,18,6,20
6,18,6,21
6,18,6,24
6,18,6,25
6,18,6,26
6,18,6,28
6,18,6,29
6,18,6,32
6,19,6,14
6,19,6,15
6,19,6,18
6,20,6,10
6,20,6,15
6,20,6,17
6,20,6,18
6,20,6,23
6,20,6,28
6,21,6,18
6,21,6,25
6,22,6,13
6,22,6,16
6,22,6,17
6,22,6,23
6,22,6,46
6,22,6,54
6,23,6,17
6,23,6,20
6,23,6,22
6,23,6,28
6,23,6,46
6,23,6,50
6,24,6,11
6,24,6,12
6,24,6,18
6,24,6,27
6,24,6,29
6,24,6,40
6,24,6,41
6,25,6,18
6,25,6,21
6,25,6,26
6,25,6,28
6,26,6,18
6,26,6,25
6,26,6,28
6,26,6,32
6,26,6,35
6,26,6,45
6,26,6,50
6,27,6,24
6,27,6,29
6,27,6,30
6,27,6,40
6,28,6,18
6,28,6,20
6,28,6,23
6,28,6,25
6,28,6,26
6,28,6,50
6,29,6,18
6,29,6,24
6,29,6,27
6,29,6,30
6,29,6,31
6,29,6,32
6,30,6,27
6,30,6,29
6,30,6,31
6,30,6,36
6,30,6,40
6,30,6,42
6,31,6,29
6,31,6,30
6,31,6,32
6,31,6,33
6,31,6,34
6,31,6,36
6,32,6,18
6,32,6,26
6,32,6,29
6,32,6,31
6,32,6,34
6,32,6,35
6,33,6,31
6,33,6,34
6,33,6,36
6,33,6,38
6,33,6,39
6,34,6,31
6,34,6,32
6,34,6,33
6,34,6,35
6,34,6,37
6,34,6,39
6,35,6,26
6,35,6,32
6,35,6,34
6,35,6,37
6,35,6,45
6,36,6,30
6,36,6,31
6,36,6,33
6,36,6,38
6,36,6,42
6,37,6,34
6,37,6,35
6,37,6,39
6,37,6,43
6,37,6,45
6,38,6,33
6,38,6,36
6,38,6,39
6,38,6,44
6,38,6,49
6,39,6,33
6,39,6,34
6,39,6,37
6,39,6,38
6,39,6,43
6,39,6,44
6,40,6,24
6,40,6,27
6,40,6,30
6,40,6,41
6,40,6,42
6,40,6,48
6,40,6,51
6,41,6,24
6,41,6,40
6,41,6,47
6,41,6,51
6,42,6,30
6,42,6,36
6,42,6,40
6,42,6,48
6,42,6,49
6,43,6,37
6,43,6,39
6,43,6,44
6,43,6,45
6,44,6,38
6,44,6,39
6,44,6,43
6,44,6,45
6,44,6,49
6,45,6,26
6,45,6,35
6,45,6,37
6,45,6,43
6,45,6,44
6,45,6,49
6,45,6,50
6,45,6,52
6,45,6,56
6,46,6,22
6,46,6,23
6,46,6,50
6,46,6,53
6,46,6,54
6,46,6,57
6,47,6,41
6,47,6,51
6,48,6,40
6,48,6,42
6,48,6,49
6,48,6,51
6,48,6,52
6,49,6,38
6,49,6,42
6,49,6,44
6,49,6,45
6,49,6,48
6,49,6,52
6,50,6,23
6,50,6,26
6,50,6,28
6,50,6,45
6,50,6,46
6,50,6,56
6,50,6,57
6,51,6,40
6,51,6,41
6,51,6,47
6,51,6,48
6,52,6,45
6,52,6,48
6,52,6,49
6,52,6,56
6,53,6,46
6,53,6,54
6,53,6,57
6,54,6,16
6,54,6,22
6,54,6,46
6,54,6,53
6,54,6,57
6,56,6,45
6,56,6,50
6,56,6,52
6,56,6,57
6,56,6,58
6,57,6,46
6,57,6,50
6,57,6,53
6,57,6,54
6,57,6,56
6,57,6,58
6,58,6,56
6,58,6,57
7,9,7,10
7,9,7,11
7,9,7,12
7,9,7,15
7,9,7,17
7,9,7,22
7,10,7,9
7,10,7,11
7,10,7,14
7,11,7,9
7,11,7,10
7,11,7,14
7,11,7,20
7,11,7,22
7,12,7,9
7,12,7,13
7,12,7,15
7,12,7,27
7,13,7,12
7,13,7,15
7,13,7,16
7,13,7,17
7,13,7,19
7,13,7,27
7,14,7,10
7,14,7,11
7,14,7,18
7,14,7,20
7,14,7,25
7,15,7,9
7,15,7,12
7,15,7,13
7,15,7,17
7,16,7,13
7,16,7,17
7,16,7,19
7,16,7,21
7,17,7,9
7,17,7,13
7,17,7,15
7,17,7,16
7,17,7,19
7,17,7,21
7,17,7,22
7,18,7,14
7,18,7,25
7,18,7,57
7,19,7,13
7,19,7,16
7,19,7,17
7,19,7,21
7,19,7,22
7,19,7,24
7,19,7,27
7,19,7,28
7,19,7,32
7,19,7,35
7,20,7,11
7,20,7,14
7,20,7,22
7,20,7,23
7,20,7,25
7,20,7,26
7,21,7,16
7,21,7,17
7,21,7,19
7,22,7,9
7,22,7,11
7,22,7,17
7,22,7,19
7,22,7,20
7,22,7,26
7,22,7,28
7,22,7,31
7,23,7,20
7,23,7,25
7,23,7,26
7,24,7,19
7,24,7,28
7,25,7,14
7,25,7,18
7,25,7,20
7,25,7,23
7,25,7,26
7,25,7,48
7,25,7,57
7,26,7,20
7,26,7,22
7,26,7,23
7,26,7,25
7,26,7,31
7,26,7,48
7,26,7,53
7,27,7,12
7,27,7,13
7,27,7,19
7,27,7,30
7,27,7,32
7,27,7,43
7,27,7,44
7,28,7,19
7,28,7,22
7,28,7,24
7,28,7,29
7,28,7,31
7,28,7,35
7,29,7,28
7,29,7,31
7,29,7,35
7,29,7,38
7,29,7,52
7,29,7,53
7,30,7,27
7,30,7,32
7,30,7,33
7,30,7,43
7,31,7,22
7,31,7,26
7,31,7,28
7,31,7,29
7,31,7,53
7,32,7,19
7,32,7,27
7,32,7,30
7,32,7,33
7,32,7,34
7,32,7,35
7,33,7,30
7,33,7,32
7,33,7,34
7,33,7,36
7,33,7,39
7,33,7,43
7,33,7,45
7,34,7,32
7,34,7,33
7,34,7,35
7,34,7,36
7,34,7,37
7,35,7,19
7,35,7,28
7,35,7,29
7,35,7,32
7,35,7,34
7,35,7,37
7,35,7,38
7,36,7,33
7,36,7,34
7,36,7,37
7,36,7,39
7,36,7,41
7,36,7,42
7,37,7,34
7,37,7,35
7,37,7,36
7,37,7,38
7,37,7,40
7,37,7,41
7,38,7,29
7,38,7,35
7,38,7,37
7,38,7,40
7,38,7,52
7,39,7,33
7,39,7,36
7,39,7,42
7,39,7,45
7,40,7,37
7,40,7,38
7,40,7,41
7,40,7,46
7,40,7,52
7,41,7,36
7,41,7,37
7,41,7,40
7,41,7,42
7,41,7,46
7,41,7,47
7,42,7,36
7,42,7,39
7,42,7,41
7,42,7,45
7,42,7,47
7,42,7,50
7,43,7,27
7,43,7,30
7,43,7,33
7,43,7,44
7,43,7,45
7,43,7,51
7,43,7,54
7,44,7,27
7,44,7,43
7,44,7,49
7,44,7,54
7,44,7,61
7,45,7,33
7,45,7,39
7,45,7,42
7,45,7,43
7,45,7,50
7,45,7,51
7,46,7,40
7,46,7,41
7,46,7,47
7,46,7,52
7,47,7,41
7,47,7,42
7,47,7,46
7,47,7,50
7,47,7,52
7,48,7,25
7,48,7,26
7,48,7,53
7,48,7,56
7,48,7,57
7,48,7,60
7,49,7,44
7,49,7,61
7,49,7,63
7,50,7,42
7,50,7,45
7,50,7,47
7,50,7,51
7,50,7,52
7,50,7,55
7,50,7,61
7,51,7,43
7,51,7,45
7,51,7,50
7,51,7,54
7,51,7,61
7,52,7,29
7,52,7,38
7,52,7,40
7,52,7,46
7,52,7,47
7,52,7,50
7,52,7,53
7,52,7,55
7,52,7,59
7,53,7,26
7,53,7,29
7,53,7,31
7,53,7,48
7,53,7,52
7,53,7,59
7,53,7,60
7,54,7,43
7,54,7,44
7,54,7,51
7,54,7,61
7,55,7,50
7,55,7,52
7,55,7,59
7,55,7,61
7,56,7,48
7,56,7,57
7,56,7,60
7,57,7,18
7,57,7,25
7,57,7,48
7,57,7,56
7,57,7,60
7,59,7,52
7,59,7,53
7,59,7,55
7,59,7,60
7,59,7,61
7,59,7,62
7,59,7,64
7,60,7,48
7,60,7,53
7,60,7,56
7,60,7,57
7,60,7,59
7,60,7,62
7,61,7,44
7,61,7,49
7,61,7,50
7,61,7,51
7,61,7,54
7,61,7,55
