ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_Expanded,Neighbors_FirstClosestDistance_Expanded,Neighbors_FirstClosestObjectNumber_Expanded,Neighbors_NumberOfNeighbors_Expanded,Neighbors_PercentTouching_Expanded,Neighbors_SecondClosestDistance_Expanded,Neighbors_SecondClosestObjectNumber_Expanded,Number_Object_Number,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50
1,9,168,288,354,303,342,279,347.6011904761905,290.67261904761904,1.56368501161576,181,0.9490488422636988,14.625465582862905,1,0.5833333333333334,0.6395149870795891,26.16011067126064,24.35159132377184,4.123105625617661,2.097776624846365,2.0,7.518347387907497,8.243809862594802,18.95231342503387,57.4558441227157,0.9281767955801103,347.6011904761905,290.67261904761904,0,102.87548036451524,18.816378077495838,10,4.0,100.0,72.02565055695038,11,9,0.0,0
1,10,169,323,371,313,354,294,361.7810650887574,303.0414201183432,1.3999909770279602,179,0.933173380204422,14.668929172241665,1,0.5232198142414861,0.7142903178725475,24.59631968167167,22.80350850198276,4.242640687119285,2.198684580688373,2.0,8.134892168199606,8.840570244889248,41.02405842335496,54.52691193458119,0.9441340782122905,361.7810650887574,303.0414201183432,0,148.752859324589,18.816378077495838,9,5.0,100.0,72.1268899440044,19,10,0.0,0
1,11,168,380,300,343,280,324,289.3511904761905,333.0357142857143,1.571431142861478,178,0.9561625784063332,14.625465582862905,1,0.4421052631578947,0.6363625950412708,27.137992311972116,24.839484696748443,4.123105625617661,2.0643075330302256,2.0,7.071067811865476,7.946990419149532,46.52632853655863,57.597979746446654,0.9438202247191012,289.3511904761905,333.0357142857143,0,15.179593357914504,9.415875926677462,13,6.0,100.0,15.504615911740917,14,11,0.0,0
1,12,112,136,494,348,486,331,489.1696428571428,339.1875,1.2127198189166122,119,0.9006150674270518,11.941642642883693,1,0.8235294117647058,0.8245927743585106,18.180770944401573,16.492422502470642,4.0,2.02850697434806,2.0,7.0,7.901683914427994,4.33455458917011,41.31370849898476,0.9411764705882352,489.1696428571428,339.1875,0,79.12170160689685,16.559051617846528,15,5.0,79.38461538461539,50.35184525852719,18,12,0.0,0
1,13,182,460,300,353,277,333,287.77472527472526,342.31868131868134,1.717216041074586,199,0.965127163488663,15.222667215103916,1,0.3956521739130434,0.5823379097799645,30.068769163244173,27.018512172212592,4.123105625617661,2.045915663779942,2.0,7.125823355273834,7.871447756253215,49.25688760922848,62.66904755831214,0.914572864321608,287.77472527472526,342.31868131868134,0,143.8036901861794,6.874587885433804,14,6.0,100.0,9.415875926677462,11,13,0.0,0
1,14,83,132,289,353,278,341,282.8433734939759,347.1084337349397,1.057629546088707,85,0.8464432385589121,10.280023453913834,1,0.6287878787878788,0.94551065039566,14.117271685927433,13.038404810405298,3.605551275463989,1.914890483539783,2.0,6.363961030678928,7.517150159348255,42.946103115819824,33.21320343559643,0.976470588235294,282.8433734939759,347.1084337349397,0,113.26633607331289,6.874587885433804,13,3.0,100.0,13.804506650216595,16,14,0.0,0
1,15,111,176,499,364,488,348,492.76576576576576,355.3513513513513,1.2176988696021485,120,0.8874571484708296,11.888212206450683,1,0.6306818181818182,0.8212210957596799,17.572165696561022,16.55294535724685,4.123105625617661,2.009825262279788,2.0,7.602631123499285,8.098839594688224,24.890731999965777,41.21320343559643,0.925,492.76576576576576,355.3513513513513,0,102.51282901249644,16.559051617846528,12,4.0,73.65269461077844,45.208617180917074,20,15,0.0,0
1,16,211,450,301,369,276,351,287.7677725118484,360.0047393364929,1.652002250993875,229,0.9574089994973812,16.39065416446578,1,0.4688888888888889,0.605326051703853,30.874309214126185,28.30194339616981,4.47213595499958,2.2193696093125226,2.0,8.291616400140313,8.914499416073415,57.15789480306691,66.18376618407356,0.9213973799126638,287.7677725118484,360.0047393364929,0,74.45235384768826,7.655500997039357,17,9.0,100.0,13.804506650216595,14,16,0.0,0
1,17,81,130,301,361,288,351,293.9259259259259,355.4567901234568,1.1615489696106474,89,0.8627304120124805,10.155412503859614,1,0.6230769230769231,0.8609193638518755,14.331422213824428,13.41640786499874,3.605551275463989,1.8133604557542304,1.4142135623730951,6.260990336999411,7.246886482968495,64.6152501523181,34.384776310850235,0.9101123595505618,293.9259259259259,355.4567901234568,0,73.43707321330861,7.655500997039357,16,4.0,100.0,13.875086406816184,14,17,0.0,0
1,18,119,162,448,369,439,351,442.96638655462186,359.20168067226894,1.2013317785987432,126,0.8912084012541139,12.309163489997376,1,0.7345679012345679,0.832409512355046,18.28724858342002,17.26267650163207,4.0,2.0960150933562587,2.0,7.648529270389178,8.294987618775306,-12.332128843263106,42.38477631085024,0.9444444444444444,442.96638655462186,359.20168067226894,0,64.38124539620365,17.668784104402448,20,6.0,100.0,49.948005022171095,15,18,0.0,0
